Region,City,ZipCode,Population,HouseholdSize,IncomeLevel,FoodType,DemandAmount,EmergencyStatus,SeasonalFactor,SupplyType,DistributionPriority
Josephhaven,North Tinaborough,52682,1473703,6,High,Dry Goods,375,None,BackToSchool,Non-Perishable,Standard
South Juliamouth,Brendaview,65240,1339959,1,Medium,Dairy,498,None,Normal,Perishable,Standard
Port Joshua,Latashashire,77343,1522384,3,Low,Canned Goods,1000,None,BackToSchool,Non-Perishable,Medium
North Wendy,North David,11498,4887516,3,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
Lynchview,East Jason,96057,3185696,2,Low,Meat/Poultry,1000,None,Normal,Perishable,Medium
Lake Justin,Torresside,70613,1029187,6,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
New Brianborough,South Keithborough,82045,3508520,3,Low,Meat/Poultry,1000,None,Normal,Perishable,Medium
Cooperside,New Joshuaview,51075,1107045,3,Low,Dry Goods,1000,Health,Normal,Non-Perishable,Medium
Port Chad,Rogermouth,53077,2919026,3,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Lake Victoria,Mistychester,78682,2880697,6,Medium,Dry Goods,1000,Weather,Summer,Non-Perishable,Standard
Kylebury,Palmertown,48864,3617363,3,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
South Ravenfurt,West Amandaton,13989,4497189,6,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Port Marytown,Lake Michael,35704,4920595,5,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
Port Tyler,New Lori,29826,4002553,3,Medium,Dry Goods,1000,Weather,Holiday,Non-Perishable,Standard
South Robert,Sonyafort,34197,2879682,3,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Craigmouth,Williamsmouth,34893,319245,6,High,Dairy,1000,None,Normal,Perishable,Standard
Kennethburgh,Ashleyhaven,57289,4369437,2,Medium,Dairy,1000,Health,Normal,Perishable,Standard
Kristenchester,Port Jacqueline,08272,4237757,3,Medium,Dairy,1000,None,BackToSchool,Perishable,Standard
South James,Bryanside,19751,2470350,2,Medium,Fresh Produce,1000,None,Summer,Perishable,Standard
Johnton,Gonzalezview,13314,371479,2,High,Dry Goods,1000,Health,Normal,Non-Perishable,Standard
Jordanberg,East Kristyhaven,36721,1543513,3,High,Fresh Produce,619,None,Normal,Perishable,Standard
South Cynthiaport,West Neilhaven,09444,695258,6,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
South Ashley,South Justinburgh,89638,2063135,5,Low,Dairy,1000,None,Normal,Perishable,High
Cheyennebury,Michaelton,02714,3870458,6,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Port Tabithashire,Henryview,30441,2108313,3,Low,Canned Goods,1000,Health,Normal,Non-Perishable,Medium
Gordonhaven,North Julia,22293,82692,6,Low,Canned Goods,10,None,Normal,Non-Perishable,High
West Johnmouth,Allenfort,33485,558887,2,Low,Meat/Poultry,1000,None,Normal,Perishable,Medium
South Jay,Tanyamouth,05712,1365203,3,High,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
South Jayville,Woodwardview,53258,1907496,1,High,Canned Goods,457,None,Holiday,Non-Perishable,Standard
Brenttown,Georgeshire,98288,592120,1,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,Medium
North Jamie,West Jordanmouth,93392,142806,3,Medium,Fresh Produce,1000,Economic,Normal,Perishable,Standard
Ronaldview,Amandaview,44271,1975129,6,Low,Canned Goods,1000,Economic,Normal,Non-Perishable,High
West Michelleborough,Benderport,29962,3795413,4,Medium,Dairy,1000,None,Normal,Perishable,Standard
Port Jeffrey,West Jonmouth,99246,1785331,2,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Tamarabury,West Clintonbury,13637,1243469,4,Low,Fresh Produce,1000,Weather,BackToSchool,Perishable,High
South April,Scotttown,20362,2735013,4,High,Fresh Produce,1000,None,Holiday,Perishable,Standard
Port Mariafurt,Walshbury,88256,4026609,5,Medium,Meat/Poultry,1000,None,Holiday,Perishable,Standard
New Vanessachester,Henryton,73023,4672036,3,Medium,Fresh Produce,1000,Health,Normal,Perishable,Standard
Montgomeryview,North Christina,89673,4818262,5,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Levystad,Meganfurt,34436,1212611,2,Low,Canned Goods,1000,Weather,Normal,Non-Perishable,Medium
Matthewfurt,Michellehaven,72237,3734472,4,Low,Dry Goods,1000,None,Holiday,Non-Perishable,High
Jessicaville,Port Timothy,33174,3180086,4,Low,Canned Goods,1000,Health,Summer,Non-Perishable,High
North Kristin,Carlosville,59149,4327040,2,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,Medium
Beckertown,Acevedohaven,26791,759570,2,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
East Gina,Thompsonport,12183,2515733,2,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
New Kristinmouth,Fitzpatrickside,03441,4571136,6,Low,Fresh Produce,1000,None,Normal,Perishable,High
North Stephen,New Kathrynberg,43936,233027,5,Low,Dry Goods,1000,Economic,Normal,Non-Perishable,High
North Michaelville,Carolineburgh,58184,3935145,6,Low,Canned Goods,1000,Weather,Normal,Non-Perishable,High
Butlermouth,South Jamesland,49603,1054739,5,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Berrybury,North Brandi,53354,4025527,3,Low,Meat/Poultry,1000,Economic,BackToSchool,Perishable,Medium
Wileyport,Miguelside,69906,4481753,4,Medium,Fresh Produce,1000,Economic,Normal,Perishable,Standard
Davidchester,New Pamela,89588,3763643,2,Low,Dry Goods,1000,Health,Normal,Non-Perishable,Medium
Hollyside,East Madeline,16960,250891,4,Low,Meat/Poultry,1000,None,BackToSchool,Perishable,High
North Anna,Randallborough,71848,4482832,4,Medium,Dry Goods,1000,Health,Normal,Non-Perishable,Standard
Jamesport,Michaelbury,79810,2486057,1,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Morrishaven,Mcdonaldmouth,54889,1877616,5,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Port Nicholeburgh,West Marktown,10154,2208570,6,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Hernandezberg,Stephaniehaven,97734,4705169,3,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Sarashire,Wardmouth,04529,1145483,3,Medium,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
Bennettstad,South Victor,81107,2759905,3,Medium,Dry Goods,1000,None,Holiday,Non-Perishable,Standard
East Victoriamouth,Lake Brandonland,57603,4663015,3,Low,Canned Goods,1000,Health,Summer,Non-Perishable,Medium
Adamville,New Steve,78987,4382823,4,High,Fresh Produce,1000,Weather,Normal,Perishable,Standard
New Donaldport,Hartview,98927,3289522,2,Low,Meat/Poultry,1000,None,Summer,Perishable,Medium
East Joann,West Ashley,85624,3973131,2,Medium,Fresh Produce,1000,None,Summer,Perishable,Standard
Christopherfort,Duncanberg,00577,1151824,5,High,Canned Goods,1000,Weather,Normal,Non-Perishable,Standard
Kimberlyborough,Coleton,27276,761485,3,High,Fresh Produce,1000,None,Normal,Perishable,Standard
East Arthur,South Rubenborough,82488,3060674,6,Low,Canned Goods,1000,None,BackToSchool,Non-Perishable,High
Lake Adam,Kelliborough,14049,613731,5,Medium,Dairy,1000,None,Summer,Perishable,Standard
East Eric,Campbellmouth,60182,4366706,6,Medium,Fresh Produce,1000,Economic,BackToSchool,Perishable,Standard
Nelsonview,Kathyhaven,34195,4632959,1,High,Fresh Produce,688,None,Normal,Perishable,Standard
Lake Philipstad,Hernandeztown,13316,545117,5,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Lake Amytown,Mackshire,34925,3890565,3,High,Fresh Produce,1000,None,Normal,Perishable,Standard
New Rebeccatown,Port Christine,80934,3916896,4,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Port Bridget,Pittmanport,14343,2199252,1,Medium,Fresh Produce,213,None,Summer,Perishable,Standard
New Dustinhaven,Cookhaven,26193,78296,3,Medium,Meat/Poultry,10,None,Holiday,Perishable,Standard
Lake Justinshire,South Kathleenside,72289,1884154,4,High,Fresh Produce,1000,None,Normal,Perishable,Standard
Kimberlymouth,Shieldsview,18865,2732854,5,Medium,Meat/Poultry,1000,Economic,Normal,Perishable,Standard
West Michaelberg,Port Peterborough,38523,1785535,3,Low,Canned Goods,1000,Health,Normal,Non-Perishable,Medium
East Jermaineton,East Christina,53183,579586,2,Medium,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
Port Larrymouth,Ellisside,32964,3732939,3,Low,Meat/Poultry,1000,None,Normal,Perishable,Medium
Hammondstad,Leeside,62388,4701077,3,Low,Canned Goods,1000,None,Holiday,Non-Perishable,Medium
West Amy,Benjaminfort,83938,4062610,2,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
East Kimberly,Lake Amyfort,74169,3566320,2,Medium,Dairy,1000,Health,Normal,Perishable,Standard
Barnesland,Evanburgh,11565,1506304,3,Low,Dairy,1000,None,Normal,Perishable,Medium
Kristineport,Bakerborough,72664,2298982,1,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Fieldsfurt,Jasminetown,37221,3568312,4,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Lake Sonya,Stevemouth,84741,405281,1,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Brucefort,Kristenhaven,48477,239245,2,Medium,Dairy,1000,None,Normal,Perishable,Standard
Lake Derrick,Lake Whitneyberg,63275,1344083,2,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
North Tonyside,Michaeltown,41053,4432840,1,Low,Dry Goods,1000,Economic,Summer,Non-Perishable,Medium
Jenniferborough,Michaelside,35595,854848,5,Low,Meat/Poultry,1000,Economic,Normal,Perishable,High
Michelleshire,Seanberg,36168,2109439,6,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Katiemouth,Lake Lorraine,95288,1936493,6,Medium,Canned Goods,1000,Weather,Normal,Non-Perishable,Standard
Michaelaview,East Meagan,61798,121889,2,Low,Dry Goods,946,Health,Normal,Non-Perishable,Medium
Darrenfurt,Taylorville,99113,1931840,3,Low,Dry Goods,1000,None,Summer,Non-Perishable,Medium
Port Michaelhaven,Tonishire,25637,718723,5,Medium,Dry Goods,1000,Health,Summer,Non-Perishable,Standard
New Michael,Christinahaven,90985,3819922,5,Medium,Dairy,1000,None,Holiday,Perishable,Standard
North David,Stokesview,01647,4783226,6,Medium,Meat/Poultry,1000,None,Holiday,Perishable,Standard
Lake Clarencehaven,South Victoriamouth,66201,686608,4,High,Dairy,1000,None,Normal,Perishable,Standard
East Carriebury,West John,68635,709452,1,High,Canned Goods,1000,Health,BackToSchool,Non-Perishable,Standard
Williamton,Davisberg,79387,2792078,3,Medium,Meat/Poultry,1000,Economic,Summer,Perishable,Standard
Warrenville,West Jason,74587,3922012,2,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Garciafort,Washingtonland,19950,2792750,4,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,High
North Charlesview,South Rachel,66838,3339762,6,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Lake Victoriaside,Lake Kevin,72774,1777180,2,Medium,Meat/Poultry,1000,Health,Normal,Perishable,Standard
New Edward,Weberton,27296,3238411,6,Low,Meat/Poultry,1000,None,Normal,Perishable,High
Jonathanfurt,West Larry,51656,452245,5,Low,Fresh Produce,1000,None,BackToSchool,Perishable,High
Jessehaven,Breannatown,18681,521318,6,Medium,Dry Goods,1000,Health,Normal,Non-Perishable,Standard
Veronicachester,West Maryborough,50163,3636011,5,Low,Canned Goods,995,None,Normal,Non-Perishable,High
New Heathermouth,Christopherfurt,16577,4503855,5,Low,Fresh Produce,1000,None,Summer,Perishable,High
East Joshuamouth,Williamsside,89526,3190495,5,Low,Meat/Poultry,1000,Economic,Normal,Perishable,High
West Jennifer,Campbellchester,70155,4162901,5,Low,Meat/Poultry,1000,None,Summer,Perishable,High
South Jasonbury,Aliciashire,34546,2517284,3,Low,Meat/Poultry,1000,None,Normal,Perishable,Medium
New Sharon,Lake Lydiafurt,37198,1171091,1,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
Charlesbury,Spencerport,56727,533084,2,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
South Jessicashire,West Jimmyhaven,71779,651718,3,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Tiffanychester,Port Antonio,59732,1618218,2,Low,Dairy,1000,Health,Holiday,Perishable,Medium
Devonborough,Hillmouth,04023,1024218,4,Low,Meat/Poultry,1000,Weather,Normal,Perishable,High
South Albert,Phillipsfurt,93820,925134,4,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
North Annaville,Gregoryhaven,44045,1833892,2,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
New Michael,South Kristinton,08990,4466057,2,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,Medium
South Williamhaven,West Jorgefort,38513,568752,2,High,Fresh Produce,1000,None,Normal,Perishable,Standard
Gonzalezville,Lake Kelly,29949,2889157,1,Low,Dry Goods,1000,None,Summer,Non-Perishable,Medium
Lucasbury,West Dustin,22502,770879,5,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Bensonstad,South Sean,76680,4995389,2,Low,Fresh Produce,1000,Weather,Holiday,Perishable,Medium
North Paul,Juliestad,30267,4265222,5,Medium,Fresh Produce,1000,None,Summer,Perishable,Standard
New Janicetown,Johnsonland,13778,2924830,5,Low,Dry Goods,1000,Weather,Holiday,Non-Perishable,High
West Stephen,East Kristenbury,29066,2366804,1,High,Fresh Produce,1000,Weather,Normal,Perishable,Standard
Lake Jorge,Williammouth,99206,2495025,2,Low,Meat/Poultry,1000,None,Holiday,Perishable,Medium
Millershire,Taraburgh,13177,2358851,3,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
West Brandy,West Elizabethside,75899,4182722,6,High,Fresh Produce,1000,None,Normal,Perishable,Standard
West Allisonbury,South Amymouth,26175,2007610,1,High,Dry Goods,1000,None,Summer,Non-Perishable,Standard
New Dillonmouth,Port Joshuatown,92338,2479623,5,Medium,Fresh Produce,1000,Weather,Normal,Perishable,Standard
Davidstad,Vargastown,67215,4908320,2,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
Port Kennethbury,Port Jacobburgh,59738,2477249,2,Medium,Fresh Produce,1000,None,Summer,Perishable,Standard
Gregoryton,Fernandezshire,04247,4300193,2,Medium,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
Carolmouth,West Edward,67803,2287783,2,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
East Michaelland,Thomasfort,96406,730533,5,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Rodneyborough,Samuelberg,10100,3947545,5,Low,Canned Goods,1000,Health,Holiday,Non-Perishable,High
Lisamouth,Carpenterland,28333,333949,4,Medium,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
New Maryborough,East Donaldstad,78032,3947087,2,Medium,Dry Goods,1000,None,Summer,Non-Perishable,Standard
Bartlettton,Gonzalezshire,73035,3888643,4,Low,Meat/Poultry,1000,None,Holiday,Perishable,High
Johnsonberg,North Michelle,62643,1982294,5,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
North Ashley,South Angel,33523,667913,3,Medium,Fresh Produce,1000,Health,Normal,Perishable,Standard
Lauraville,Lake Misty,58064,847812,6,Medium,Canned Goods,1000,None,Holiday,Non-Perishable,Standard
Fletcherland,Davisland,11632,430737,5,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
East William,Jamesville,77532,4255060,1,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
New Barbara,Wilkinsland,17363,1174787,3,Low,Meat/Poultry,1000,None,Normal,Perishable,Medium
New Nathaniel,Port Catherine,93359,390022,2,High,Dry Goods,1000,Weather,Summer,Non-Perishable,Standard
West Charlesside,Melissastad,82926,2162166,1,Medium,Dry Goods,1000,None,Summer,Non-Perishable,Standard
Rachelstad,Tracyfort,34271,2413115,3,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
West Cynthiaside,South Jodihaven,42818,1679269,6,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
New Michael,New Calvin,57905,3197361,2,High,Fresh Produce,347,None,Normal,Perishable,Standard
Youngburgh,Emilymouth,46882,2348688,1,Low,Dairy,1000,None,Summer,Perishable,Medium
Andrewville,Port Matthewchester,32954,3433464,4,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
South Audreyville,Danaton,74710,1028737,2,Medium,Meat/Poultry,1000,Health,Normal,Perishable,Standard
Michelleton,Tanyafort,02077,3203675,3,Low,Dry Goods,1000,Weather,Normal,Non-Perishable,Medium
Deannahaven,New Michele,73211,1586018,6,High,Dry Goods,1000,Economic,Summer,Non-Perishable,Standard
West Maurice,Port Colleenshire,34322,3277238,1,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Ryanfurt,Brownburgh,08118,3018372,2,Medium,Meat/Poultry,1000,Economic,Normal,Perishable,Standard
Shannonport,Port Chloe,09707,2558275,3,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
West Johnton,New Molly,80444,3086898,6,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
North Jameshaven,North Angelafort,27927,2982916,5,High,Meat/Poultry,1000,Economic,Summer,Perishable,Standard
New Blakestad,Williamfort,03105,2283200,6,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
Kathleenhaven,West Michele,14017,3170757,5,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
Jasonton,Greeneborough,87323,2140814,4,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Campbellberg,Alexandrastad,68593,3340328,6,Low,Canned Goods,1000,None,BackToSchool,Non-Perishable,High
Carrollview,Leetown,49813,4537381,5,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Lake Jennifer,North Michael,17901,4399224,4,Low,Fresh Produce,1000,Health,Normal,Perishable,High
Reedstad,Georgefort,52487,4972824,2,Low,Canned Goods,1000,None,Summer,Non-Perishable,Medium
Rachelmouth,Port James,85171,693142,6,Low,Canned Goods,1000,Weather,Normal,Non-Perishable,High
Steventon,Walterton,65469,4167507,5,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
West Brian,Lopeztown,13992,1300759,5,Low,Dry Goods,1000,None,Holiday,Non-Perishable,High
Lake Michelleton,Nguyenton,19557,4251979,6,High,Dairy,1000,None,Holiday,Perishable,Standard
Joshuaview,Fitzpatrickstad,08131,2420262,5,Low,Fresh Produce,1000,None,Summer,Perishable,High
Johnstad,South Michelle,32275,860795,4,Medium,Fresh Produce,1000,Health,BackToSchool,Perishable,Standard
Strongmouth,East Brandon,42687,3686641,3,High,Fresh Produce,1000,None,Summer,Perishable,Standard
Taylormouth,Port Veronicaborough,42517,4469270,1,Medium,Dairy,1000,None,Summer,Perishable,Standard
Jefferyberg,Port Emmamouth,53237,2793095,4,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
Mannborough,South Dawnhaven,79636,4355316,3,High,Canned Goods,1000,Economic,Holiday,Non-Perishable,Standard
South Robert,East Christopherchester,58271,4672639,2,High,Dairy,1000,None,Normal,Perishable,Standard
South Sarah,West Anthony,44443,52720,1,High,Dry Goods,10,None,Normal,Non-Perishable,Standard
Stephaniechester,West Matthew,80850,4298914,5,Medium,Canned Goods,1000,Health,Normal,Non-Perishable,Standard
West Rebecca,Fitzpatrickfort,52407,2014232,2,Medium,Fresh Produce,1000,Health,Normal,Perishable,Standard
Port Kristiland,West Melissamouth,57012,1212188,4,Medium,Dairy,258,None,Normal,Perishable,Standard
Riceville,South Lindsey,91546,1495536,3,Medium,Fresh Produce,784,None,BackToSchool,Perishable,Standard
Lake Chelsea,Lake Judy,27564,2252222,5,Low,Meat/Poultry,1000,None,Normal,Perishable,High
Woodsborough,South Stacybury,30980,754852,6,High,Dairy,1000,None,Normal,Perishable,Standard
Carpenterport,Michaelview,30102,2295195,2,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
North Michael,North Lisa,62582,1223229,5,Medium,Dry Goods,1000,Economic,BackToSchool,Non-Perishable,Standard
Kellistad,North Rhondaside,70853,1245469,6,Medium,Fresh Produce,1000,Economic,Normal,Perishable,Standard
New Andreaton,Smithport,15866,2515564,5,Low,Dry Goods,1000,None,Holiday,Non-Perishable,High
South Alexis,Port Denise,26802,1668305,5,Low,Fresh Produce,1000,None,Normal,Perishable,High
Kristinberg,South Melissa,60567,3347054,4,Low,Fresh Produce,1000,None,Normal,Perishable,High
Lake Daniel,East Elizabethville,32906,4879239,2,Medium,Canned Goods,1000,Weather,Normal,Non-Perishable,Standard
